Speciality,Category,Package Amount,Code,Procedure,Preauth Documentation,Claim Documentation,Package Type
,S5.23 Sequestectomy / Curettage,-,S5.23A,Sequestectomy / Curettage,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",12500
,S5.24 Osteotomy,-,S5.24A,Small Bone,"Clinical notes and X-ray of the affected bone justifying the procedure, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",12500
,S5.25 Growth Modulation and fixation,-,S5.25A,Growth Modulation and fixation,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary, Invoice and barcode of implant",12100
,S5.26 Correction of club foot per cast,-,S5.26A,Correction of club foot per cast,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph with cast, detailed Procedure / Operative Notes, Detailed Discharge summary.",7200
,S5.27 Excision of Bursa,-,S5.27A,Excision of Bursa,"Clinical notes detailing findings confirming the diagnosis, clinical photograph of affected part","Detailed discharge summary, Post Procedure clinical photgraph, detailed Procedure / Operative Notes.",3800
,S5.28 Nerve root block,-,S5.28A,Nerve root block,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",3800
,S5.29 Implant Removal under LA,-,S5.29.1A,K - Wire,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",6300
,S5.29 Implant Removal under LA,-,S5.29.2A,Screw,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",6300
,S5.3 Amputations (Non-Traumatic),84.09.2,S5.3.1,Amputations - Forequarter,"X-Ray , Clinical Photograph","CT Local Area Without Contrast/MRI Local Area, X-ray",37070
,S5.3 Amputations (Non-Traumatic),84.19.1,S5.3.2,Amputations - Hind Quarter And Hemipelvectomy,X-Ray,"CT Local Area Without Contrast/MRI Local Area,",50000
,S5.30 Implant Removal under RA / GA,-,S5.30.3A,Nail,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",18800
,S5.30 Implant Removal under RA / GA,-,S5.30.4A,Plate,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",18800
,S5.5 Spine Surgery,77.31,S5.5.2,Costo Transversectomy(77.39),X-Ray / MRI Local Area,X-Ray / MRI Local Area,40120
,S5.6 Soft Tissue Surgery,04.0,S5.6.3,Surgery for Brachial Plexus and Cervical Rib,"Extremities , Bones & Joints AP & Lateral View(2 Film),MRI Local Area,ENMG (Elektroneuromyography) ,Nerve conduction study","Extremities , Bones & Joints AP & Lateral View(2 Film)",44760
,S5.8 Fracture - Conservative Management - Without plaster,-,S5.8A,Fracture - Conservative Management - Without plaster,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",2900
,S5.9 Application of Traction,-,S5.9.1A,Skeletal Tractions with pin,"Clinical notes and X-ray showing the need of procedure, clinical photograph of affected part","Post Procedure clinical photgraph with pins, detailed Procedure / Operative Notes. Detailed discharge summary",4400
,S5.9 Application of Traction,-,S5.9.2A,Skin Traction,"Clinical notes and X-ray showing the need of procedure, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",1100
,S6.10 Hernia,53.75,S6.10.1,Diaphragmatic Hernia (Gortex Mesh Repair),"USG Abdomen, CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast/CT Scan Abdomen With Contrast, ECHO Cardiogram","USG Abdomen, Chest X-Ray PA View(1 Film)",100000
,S6.12 PANCREATIC SURGERIES,52.3,S6.12.2,Enucleation Of Cyst,"CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast/ ERCP /Magnetic Resonance Cholangiopancreatography (MRCP), USG Abdomen","USG Abdomen, Routine Histopathological Examination",90000
,S6.13 ANUS,-,S6.13A,Total Gastrectomy - Lap.,Clinical notes and Endoscopy report +/- Video /Biopsy/ CT Scan confirming the diagnosis for which this surgery is done,"Intra procedure clinical photograph, Histopathology report, post procedure clinical photograph, Detailed Operative notes, Detailed discharge summary",97500
,S6.14 CystoJejunostomy / Cystogastrostomy,-,S6.14.1A,CystoJejunostomy - Lap.,Clinical notes and USG / CT confirming the diagnosis for which procedure is needed,"Detailed discharge summary, post procedure clinical photograph, Detailed Operative notes, scar photo",28200
,S6.14 CystoJejunostomy / Cystogastrostomy,-,S6.14.2A,Cystogastrostomy - Lap.,Clinical notes and USG / CT confirming the diagnosis for which procedure is needed,"Detailed discharge summary, post procedure clinical photograph, Detailed Operative notes, scar photo",32900
,S6.15 Diverticulectomy,-,S6.15A,Excision Duodenal Diverticulum,Clinical notes and CT Scan/Endoscopy/Double balloon enteroscopy confirming the diagnosis,"Intra operative clinical photograph, Detailed Operative notes, scar photo Detailed discharge summary",31300
,S6.16 Operative drainage of Appendicular Abscess,-,S6.16A,Operative drainage of Appendicular Abscess,"Clinical notes, USG","Intra Operative clinical photograph, Detailed Operative notes & discharge summary.",18800
,S6.17 Total Colectomy,-,S6.17A,Lap.,Clinical notes and CT Scan/ Colonoscopy confirming the diagnosis and need of surgery; Biopsy of the lsoion,"Histopathology, Intra procedure clinical photograph, detailed discharge summary, Detailed Operative notes",58000
,S6.18 Hemi colectomy,-,S6.18.1A,Right - Lap.,"Clinical notes and CT Scan/Colonoscopy confirming the diagnosis for which the surgery is done, Biopsy","Histopathology report and Intra procedure Clinical photograp of removed colon, Detailed discharge summary, Detailed Operative notes",42200
,S6.18 Hemi colectomy,-,S6.18.2A,Left - Lap.,"Clinical notes and CT Scan/Colonoscopy confirming the diagnosis for which the surgery is done, Biopsy","Histopathology report and Intra procedure Clinical photograp of removed colon, Detailed discharge summary, Detailed Operative notes",42200
,S6.19 Perineal Procedure for Rectal Prolapse,-,S6.19A,Perineal Procedure for Rectal Prolapse,"Clinical notes +/- Colonoscopy / CT confirming the diagnosis,","Histopath, Intra procedure clinical photograph, detailed discharge summary, Detailed Operative notes",23500
,S6.20 Abdominal Procedure for Rectal Prolapse,-,S6.20A,Lap.,Clinical notes +/- Colonoscopy confirming the diagnosis of prolapse,"Intra procedure clinical photograph, detailed discharge summary, Detailed Operative notes,",25400
,S6.21 Rectal Polyp Excision,-,S6.21A,Rectal Polyp Excision,"Clinical notes and Colonoscopy +/- Biopsy justifying surgery,","Histopath, Intra procedure clinical photograph, Detailed Operative notes, detailed discharge summary",12500
,S6.22 Anterior Resection of rectum,-,S6.22A,Lap.,"Clinical notes, Biopsy, Colonoscopy","Histopathology report, post procedure clinical photograph, Detailed Operative notes & detailed discharge summary",62500
,S6.23 Resection Anastomosis,-,S6.23A,Lap.,Clinical notes and X Ray Abdomen Erect/USG / CT confirming the diagnosis,"Histopath of resected part, Intra procedure clinical photograph, detailed discharge summary and Detailed Operative notes",33300
,S6.24 Procedure for Fissure in Ano,-,S6.24A,Procedure for Fissure in Ano,"Clinical notes and proctoscpic findings confirming the diagnosis for which this surgery is done,",Detailed Operative notes; detailed discharge summary,12500
,S6.25 Haemorroidectomy,-,S6.25A,without Stapler,Clinical notes and proctoscopy notes confirming the diagnosis,"Post procedure clinical photograph, Detailed Operative notes, detailed discharge summary",16000
,S6.26 Haemorroidectomy,-,S6.26A,with Stapler,Clinical notes and proctoscopy notes confirming the diagnosis,"Post procedure clinical photograph, Detailed Operative notes, detailed discharge summary",35000
,S6.27 Management of Pilonidal Sinus,-,S6.27A,Management of Pilonidal Sinus,Clinical notes and confirmation of Pilonidal sinus on examination,"Histopath, Intra-operative clinical photograph, Detailed Operative notes",21100
,S6.28 Exicision of Sinus and Curettage,-,S6.28A,Exicision of Sinus and Curettage,"Clinical notes and some imaging to show tract of sinus, confirming the diagnosis, Clinical Photograph","post procedure clinical photograph, Detailed Operative notes; detailed discharge summary. +/- Histopath of surreted material",6300
,S6.29 Exploratory Laparotomy,-,S6.29A,Exploratory Laparotomy,Clinical notes detailing original pathology that led to peritonitis; supported by X Ray/USG/CT Scan Abdomen,"Intra procedure clinical photograph, Analysis of fluid removed, Detailed discharge summary, Detailed Operative notes describing management done of pathology that led to peritonitis; cautious about OT time; this should take 2-3 hours.",14800
,S6.3 Stomach,43.5.2,S6.3.1,Partial Gastrectomy with anastomosis to esophagus/jejunum(43.6.2),"USG Abdomen/ CT Scan Abdomen With Contrast, Upper GI endoscopy , Case sheet with clinical History","USG Abdomen, Routine Histopathological Examination",40000
,S6.3 Stomach,43.9,S6.3.2,Total Gastrectomy,"CT Scan Abdomen With Contrast ,USG Abdomen",Routine Histopathological Examination,97500
,S6.3 Stomach,44,S6.3.3,Truncal Vagotomy + Gastro Jejunostomy(44.3),USG Abdomen/ CT Scan Abdomen With Contrast,"USG Abdomen, Nerve Biopsy -HPE",50000
,S6.3 Stomach,43.6.2,S6.3.4,Distal Gastrectomy For Gastric Outlet Obstruction,"USG Abdomen/ CT Scan Abdomen With Contrast, Upper GI endoscopy , Biopsy","USG Abdomen, Routine Histopathological Examination",90000
,S6.30 Closure of Burst Abdomen,-,S6.30A,Closure of Burst Abdomen,Clinical notes describing the original surgery that led to burst abdomen and X Ray/USG/ CT Abdomen confirming the diagnosis for which the surgery is done,"Intra procedure clinical photograph, Detailed Operative notes, detailed discharge summary",18800
,S6.31 Hepatic Resection,-,S6.31A,Lap.,Clinical notes and USG/CT/MRI / Biopsy report confirming the justification of surgery.,"Histopath, Intra procedure clinical photograph, detailed discharge summary, Detailed Operative notes",46900
,S6.32 Cholecystectomy,-,S6.32A,With Exploration of CBD - Lap.,Clinical notes and USG confirming the diagnosis,"Intra procedure clinical photograph, Detailed discharge summary, Detailed Operative notes",38900
,S6.33 Operative Cholecystostomy,-,S6.33A,Lap.,"Clinical notes and USG/CT Scan confirming the diagnosis for which the surgery is done,","Intra procedure clinical photograph, Detailed discharge summary, Detailed Operative notes",14100
,S6.34 Splenectomy,-,S6.34A,Lap.,Clinical notes and USG/CT Scan and Lab investigations confirming the diagnosis and justifying the surgery.,"Detailed Operative notes, histopath, detailed discharge summary,",42200
,S6.35 Mesenteric Caval Anastomosis,-,S6.35A,Mesenteric Caval Anastomosis,Clinical notes and USG/CT/MRI/ Endoscopy report confirming the diagnosis for which the anastomosis is done,"Intra procedure clinical photograph, detailed discharge summary and Detailed Operative notes",58300
,S6.36 Mesenteric Cyst ? Excision,-,S6.36A,Mesenteric Cyst ? Excision,Clinical notes and USG/CT/MRI report confirming the diagnosis,"Histopath, Intra procedure clinical photograph, detailed discharge summary and Detailed Operative notes",25800
,S6.37 Stoma Management,-,S6.37.1A,Stoma Management follow up of Ileostomy,"Earlier discharge summary, Clinical Notes",Invoice / Receipt of drugs and consumables,6800
,S6.37 Stoma Management,-,S6.37.2A,Stoma Management follow up of Colostomy,"Earlier discharge summary, Clinical Notes",Invoice / Receipt of drugs and consumables,6800
,S6.38 Caecopexy,-,S6.38A,Caecopexy,"Admission Notes comprising of history and examination with indications for the procedure,Relavant Investigations (establishing diagnosis) , Photographic documentation with patient?s consent, X-Ray Showing obstruction","Detailed Procedure / Operative Notes, Intraop. stills with date & patient ID, Barcode of mesh used; progress notes, Detailed discharge summary",31000
,S6.39 Repair of Renal Artery Stenosis,-,S6.39A,Repair of Renal Artery Stenosis,"Admission Notes comprising of history and examination with indications for the procedure, Relavant Investigations (establishing diagnosis), CT Angio","Detailed Procedure / Operative Notes, Intraop. stills with date & patient ID, progress notes, Detailed discharge summary, CT angio",100000
,S6.40 ERCP + Stenting,-,S6.40A,ERCP + Stenting,"Admission Notes comprising of history and examination with indications for the procedure, Relavant Investigations (establishing diagnosis)","Detailed Procedure / Operative Notes, Intraop. stills with date & patient ID, progress notes, Detailed discharge summary, ERCP photograph",18800
,S6.41 Percutaneous Transhepatic Biliary Drainage (PTBD),-,S6.41A,Percutaneous Transhepatic Biliary Drainage (PTBD),Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports",30300
,S6.7 Gall Bladder,51.6,S6.7.1,Cyst Excision+Hepatic Jejunostomy(51.37),"USG Abdomen, CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast/ Magnetic Resonance Cholangiopancreatography (MRCP)","USG Abdomen, Routine Histopathological Examination",54000
,S6.7 Gall Bladder,51.22.3,S6.7.2,Cholecystectomy,"USG Abdomen, CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast, LFT(liver function tests)","Routine Histopathological Examination, CT scan Lower Abdomen Without Contrast/CT Scan Abdomen Without Contrast, CT Scan Abdomen With Contrast ,",38900
,S6.7 Gall Bladder,51.22.4,S6.7.4,Lap.Cholecystectomy,"USG Abdomen, Showing Calculus, LFT(liver function tests)","Routine Histopathological Examination, USG Abdomen, WEBEX",38900
,S6.7 Gall Bladder,51.39,S6.7.6,Choledochoduodenostomy Or Choledocho Jejunostomy,"USG Abdomen, CT Scan Lower Abdomen With Contrast/ CT Scan Abdomen Without Contrast/ Magnetic Resonance Cholangiopancreatography (MRCP)","USG Abdomen, Routine Histopathological Examination",43800
,S6.8 Spleen,41.5.1,S6.8.1,Splenectomy,"CT Scan Abdomen Without Contrast, Perpheral Smear For Malarial Parasites (MP), USG Abdomen,Complete Haemogram","USG Abdomen, Routine Histopathological Examination",42200
,S6.8 Spleen,41.42,S6.8.3,Spleenectomy For Space Occupying Lesion,"CT Scan Abdomen With Contrast, USG Abdomen","USG Abdomen , Routine Histopathological Examination",80000
,S7.13 Surgical Correction of Category - I Congenital Heart Disease,-,S7.13.1A,Pulmonary Artery Banding,Clinical notes and ECHO and / or doppler reports,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",165000
,S7.13 Surgical Correction of Category - I Congenital Heart Disease,-,S7.13.2A,Vascular Ring division,Clinical notes and ECHO and / or doppler reports,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",165000
,S7.13 Surgical Correction of Category - I Congenital Heart Disease,-,S7.13.3A,BT Shunt (inclusives of grafts),Clinical notes and ECHO and / or doppler reports,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",150000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.1A,ASD Closure + Mitral procedure,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",144000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.2A,ASD Closure + Pulmonary procedure,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",198000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.3A,ASD Closure + Infundibular procedure,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",198000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.4A,Infundibular PS repair,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",198000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.5A,Partial AV canal repair,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",144000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.6A,Intermediate AV canal repair,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",144000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.7A,Atrial septectomy + PA Band,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",198000
,S7.14 Surgical Correction of Category - II Congenital Heart Disease,-,S7.14.8A,Sub-aortic membrane resection,Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",144000
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.10A,Truncus arteriosus repair,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.11A,Complete AV canal repair,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.12A,Mustard Operation,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.13A,ALCAPA,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",330000
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.1A,Ebstien repair,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",150000
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.2A,Double switch operation,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.3A,Rastelli Procedure,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.4A,AP window repair,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",180000
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.5A,Arch interruption Repair without VSD closure,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",180000
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.6A,Arch interruption Repair with VSD closure,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.7A,Supravalvular AS repair,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.8A,Konno procedure,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.15 Surgical Correction of Category - III Congenital Heart Disease,-,S7.15.9A,Norwood procedure,ECHO / Doppler Report,"Detailed discharge summary, Detailed Operative notes, barcode of Implant, if used.",247500
,S7.16 Triple valve procedure,-,S7.16A,Triple valve procedure,Clinical notes and ECHO and doppler reports showing three cardiac valves diseased,"Detailed discharge summary, Detailed Operative notes, barcode of valves/rings used",204000
,S7.17 Surgery for Hypertrophic Obstructive Cardiomyopathy (HOCM),-,S7.17A,Surgery for Hypertrophic Obstructive Cardiomyopathy (HOCM),Clinical notes and ECHO report,"Detailed discharge summary, Detailed Operation notes,",132000
,S7.18 Aorto Iliac / Aorto femoral bypass (Uni and Bi),-,S7.18.1A,Aorto femoral bypass - U/L,Clinical notes and MRA / CT angio / Angio reports,"Detailed discharge summary, Detailed Operative notes,, barcode of synthetic graft",106500
,S7.18 Aorto Iliac / Aorto femoral bypass (Uni and Bi),-,S7.18.2A,Aorto Iliac bypass - B/L,Clinical notes and MRA / CT angio / Angio reports,"Detailed discharge summary, Detailed Operative notes,, barcode of synthetic graft",106500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.1A,Carotid - endearterectomy,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.2A,Thoracic Outlet syndrome Repair,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.3A,Carotido - subclavian bypass,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.4A,Carotido - axillary bypass,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.5A,Axillo - femoral bypass - U/L,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.6A,Aorto - carotid bypass,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,S7.19 Peripheral Arterial Surgeries,-,S7.19.7A,Aorto - subclavian bypass,Clinical notes and Angiogram / CT Angiogram / MRI reports,"Detailed operative notes, Discharge summary; barcode of graft used.",82500
,"S7.20 Thoracotomy, Thoraco Abdominal Approach",-,S7.20A,"Thoracotomy, Thoraco Abdominal Approach",Clinical notes and CT Chest establishing the aetiology for which surgery is done,"Detailed Operation notes, detailed discharge summary.",49500
,S7.21 Pulmonary Resection,-,S7.21A,Pulmonary Resection,Clinical notes and Pre-Op X-ray / CT Scan,"HPE of resected tissue detailed operation notes, discharge summary.",115500
,"S7.22 Isolated Intercostal Drainage and Management of ICD, Intercostal Block, Antibiotics & Physiotherapy",-,S7.22A,"Isolated Intercostal Drainage and Management of ICD, Intercostal Block, Antibiotics & Physiotherapy",Cl notes detailing need of ICD; X-ray chest,Detailed procedure notes. Detailed discharge summary,16500
,S7.23 Immediate reoperation (within 5 days),-,S7.23A,Triple valve procedure,"Clinical notes and ECHO and doppler reports, Detailed Operative notes indicating need for Reoperation","Detailed discharge summary, Detailed Operative notes, barcode of valves/rings used. Ascertain the need for reoperation.",222800
,S7.24 Low Cardiac Output syndrome requiring IABP insertion post - operatively,-,S7.24A,Low Cardiac Output syndrome requiring IABP insertion post - operatively,Clinical notes with planned line of treatment (including indication for need of required Procedure ),"Procedure / Operative Notes, Detailed Discharge Summary",82500
,S7.25 Re-do sternotomy,-,S7.25A,Re-do sternotomy,Clinical notes with planned line of treatment (including indication for need of required Procedure ),"Procedure / Operative Notes, Detailed Discharge Summary",33000
,S7.26 Excessive bleeding requiring re-exploration,-,S7.26A,Excessive bleeding requiring re-exploration,Clinical notes with planned line of treatment (including indication for need of required Procedure ),"Procedure / Operative Notes, Detailed Discharge Summary",16500
,S7.27 Mediastinotomy,-,S7.27A,Mediastinotomy,Clinical notes and CT Chest establishing the aetiology for which surgery is done,"Detailed Operation notes, detailed discharge summary.",47500
,S8.1 PAEDIATRIC CONGENITAL MALFORMATIONS,27.54.3,S8.4.1,Surgical correction of Cleft Lip,Clinical Photograph,Clinical Photograph,25600
,S8.1 PAEDIATRIC CONGENITAL MALFORMATIONS,27.62,S8.4.2,Surgical correction of Cleft Palate in pediatric patients,Clinical Photograph,Clinical Photograph,25600
,S8.1 PAEDIATRIC CONGENITAL MALFORMATIONS,86.85.1,S8.4.4,Surgical correction of Syndactyly of Hand For Each Hand in Paediatric Patient,"X-Ray , Clinical Photograph",Clinical Photograph,25000
,S8.1 PAEDIATRIC CONGENITAL MALFORMATIONS,18.71,S8.4.5,Surgical correction of Microtia/Anotia In Paediatric Patient,Clinical Photograph,Clinical Photograph,32840
,S8.1 PAEDIATRIC CONGENITAL MALFORMATIONS,76.5.2,S8.4.6,Surgical Management of Tempero mandibular Joint Ankylosis,3D CT Facial Bones,X-Ray Facial Bones,60000
,S8.10 Ankyloglossia,-,S8.10.1A,Ankyloglossia Minor,Clinical notes and pre-op photograph,"Detailed discharge summary, detailed Procedure / Operative Notes, post procedure clinical photograph",10700
,S8.10 Ankyloglossia,-,S8.10.2A,Ankyloglossia Major,Clinical notes and pre-op photograph,"Detailed discharge summary, detailed Procedure / Operative Notes, post procedure clinical photograph",22500
,S8.11 Gastrostomy + Esophagoscopy + Threading,-,S8.11A,Gastrostomy + Esophagoscopy + Threading,"USG/CT Abd, Endoscopy, Biopsy","detailed Procedure / Operative Notes, Post procedure clinical photograph",33200
,S8.12 Ladds Procedure,-,S8.12A,Ladds Procedure,X Ray/ CT Scan Abdomen/ UGI contrast study confirming the malrotation,"Histopathology, detailed Procedure / Operative Notes, Post procedure clinical photograph of the operated region",58500
,S8.13 Duplication Cyst Excision,-,S8.13A,Duplication Cyst Excision,"Clinical notes and USG/CT Abd, +/- Endoscopic USG","Histopathology, detailed Procedure / Operative Notes, Intra procedure clinical photograph, detailed discharge summary",36900
,S8.14 Surgery for Hirschsprung?s Disease,-,S8.14.1A,Rectal Biopsy - Punch,Clinical notes and USG/ Dye test,"Histopathology, detailed Procedure / Operative Notes, detailed discharge summary",19200
,S8.14 Surgery for Hirschsprung?s Disease,-,S8.14.2A,Rectal Biopsy ? Open,Clinical notes and USG/ Dye test,"Histopathology, detailed Procedure / Operative Notes, detailed discharge summary",19700
,S8.15 Exomphalos / Gastroschisis,-,S8.15.1A,Exomphalos,Clinical notes and Clinical Photograph,"Detailed discharge summary, detailed Procedure / Operative Notes, Post procedure clinical photograph",46200
,S8.15 Exomphalos / Gastroschisis,-,S8.15.2A,Gastroschisis,Clinical notes and Clinical Photograph,"Detailed discharge summary, detailed Procedure / Operative Notes, Post procedure clinical photograph",46200
,S8.16 Hernia & Hydrocele,-,S8.16A,Hernia & Hydrocele,"Clinical notes and USG, Clinical Photograph","detailed Procedure / Operative Notes, Post procedure clinical photograph showing scar, detailed Procedure / Operative Notes,",30000
,S8.17 Surgery for Sacrococcygeal Teratoma,-,S8.17A,Surgery for Sacrococcygeal Teratoma,"Clinical notes and CT/MRI confirming the diagnosis, Biopsy","Histopathology, detailed Procedure / Operative Notes, Post procedure clinical photograph showing scar",36600
,S8.18 Surgery for Congenital Lobar Emphysema,-,S8.18A,Surgery for Congenital Lobar Emphysema,Clinical notes and X Ray/CT Scan stills confirming the diagnosis,"detailed Procedure / Operative Notes, Post procedure X-ray stills, detailed discharge summary",48500
,S8.4 CHEST,34.74,S8.7.7,Surgical Correction of Thoracic Wall Defects,"CT Scan Chest Without Contrast, Chest X-Ray PA View(1 Film), Clinical Photograph","Chest X-Ray PA View(1 Film), Clinical Photograph",65006
,S8.5 ABDOMEN,44.66,S8.8.2,Surgical management of Gastro Esophageal Reflux In Paediatric Patients,CT Scan Abdomen With Contrast /Barium Upper GI Study(Double Contrast),Scar Photo,50000
,S8.5 ABDOMEN,45.4,S8.8.4,Surgical management of Intestinal Polyposis In Paediatric Patients,"Colono Scopy,Barium Enema (Single Contrast\Double Contrast)",Routine Histopathological Examination,60000
,S8.5 ABDOMEN,47.01,S8.8.7,Laparoscopic Appendicectomy,"USG Abdomen, Complete Blood Picture [CBP], Case sheet with clinical History","USG Abdomen, WEBEX, Scar Photo, Specimen Photo, Routine Histopathological Examination",25000
,S8.5 ABDOMEN,51.22.4,S8.8.8,Laparoscopic Choleycystectomy,"USG Abdomen, Showing Calculus, LFT(liver function tests)","Routine Histopathological Examination, USG Abdomen, WEBEX",38900
,S8.6 GENITOURINARY SYSTEM,02.1,S8.6.4,Undescended testis,"CT-Scan Brain Plain And Contrast, Clinical Photograph","CT-Scan Brain Plain And Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast , Scar Photo",42080
,S8.6 GENITOURINARY SYSTEM,58.45.4,S8.9.2,Surgical Correction of Epispadiasis,Clinical Photograph,Clinical Photograph,41866
,S8.6 GENITOURINARY SYSTEM,61.49,S8.9.3,Surgical Correction of Scrotal Transposition In Paediatric Patients,Clinical Photograph,Scar Photo,30000
